100044222,33
100206677,32
100103897,25
100194221,25
100138104,24
100103427,22
100055804,22
100190807,22
100084668,21
100010481,20
100169151,19
100062987,19
100195356,17
100093760,17
100036136,16
100000992,16
100029201,15
100031020,15
100153262,15
100062719,14
100165446,14
100153826,14
100210891,13
100014867,13
100227647,13
100224252,13
100196281,13
100115842,13
100078991,13
100101065,13
100031877,13
100032633,12
100164594,12
100119928,12
100203115,12
100030916,12
100014330,12
100159010,12
100034025,12
100186055,11
100017208,11
100081717,11
100101156,11
100039428,11
100048454,11
100092410,11
100155883,11
100124178,10
100167392,10
100170647,10
100035091,10
100127353,10
100140967,10
100179983,10
100195902,10
100072860,10
100136064,10
100102891,10
100056332,10
100150540,10
100046354,10
100000003,10
100227924,10
100098672,10
100168323,9
100225787,9
100133867,9
100076027,9
100151406,9
100062204,9
100141031,9
100063532,9
100148588,9
100147672,9
100098455,9
100178937,9
100093412,9
100066596,9
100213430,9
100014694,9
100232958,9
100210960,8
100122096,8
100212212,8
100106940,8
100057130,8
100001384,8
100068892,8
100224586,8
100099871,8
100232060,8
100031475,8
100140496,8
100028877,8
100155293,8
100215730,8
100139670,8
100071973,8
100098934,8
100168868,8
100213603,7
100079309,7
100224035,7
100145194,7
100077211,7
100034479,7
100069309,7
100230667,7
100092163,7
100054723,7
100198136,7
100086491,7
100047492,7
100180204,7
100138955,7
100118151,7
100173086,7
100104927,7
100157714,7
100120414,7
100077402,7
100120354,7
100105040,7
100212470,7
100032687,7
100076734,7
100105757,6
100091459,6
100126811,6
100099369,6
100154575,6
100101136,6
100073927,6
100214916,6
100118249,6
100101448,6
100163517,6
100212009,6
100221523,6
100036938,6
100179511,6
100182006,6
100031492,6
100065503,6
100216086,6
100110301,6
100010062,6
100197611,6
100022717,6
100078643,6
100073728,6
100209157,6
100073153,6
100231631,6
100070634,6
100102779,6
100206106,6
100175706,6
100182319,6
100129465,6
100182379,6
100139460,6
100086838,6
100190893,6
100117035,6
100209261,6
100036013,6
100119407,6
100211403,6
100020469,6
100030468,6
100123977,6
100062698,6
100048360,6
100020192,6
100065755,6
100188315,6
100141152,6
100219010,5
100019135,5
100166975,5
100076501,5
100072482,5
100064868,5
100231219,5
100196181,5
100133175,5
100075311,5
100038729,5
100216514,5
100031261,5
100123415,5
100218239,5
100190995,5
100139838,5
100039675,5
100085816,5
100172217,5
100068103,5
100150676,5
100042833,5
100174219,5
100104893,5
100129544,5
100043522,5
100046358,5
100199642,5
100081708,5
100103184,5
100131543,5
100057101,5
100022700,5
100166201,5
100200986,5
100208058,5
100057690,5
100107351,5
100171905,5
100018532,5
100182614,5
100209124,5
100119177,5
100165601,5
100090513,5
100227627,5
100209545,5
100192576,5
100203202,5
100181130,5
100154473,5
100002858,5
100014278,5
100100696,5
100052682,5
100159416,5
100230622,5
100044758,5
100146171,5
100123815,5
100032353,5
100151006,5
100062856,5
100067342,5
100152044,5
100007356,5
100203367,5
100067038,4
100136144,4
100153567,4
100164327,4
100122243,4
100161849,4
100168437,4
100122839,4
100020218,4
100229662,4
100180249,4
100093572,4
100021882,4
100212234,4
100120366,4
100156060,4
100198595,4
100183974,4
100193933,4
100224420,4
100112028,4
100218841,4
100124139,4
100111949,4
100163187,4
100139353,4
100034605,4
100068361,4
100168874,4
100104644,4
100137902,4
100096381,4
100132778,4
100184063,4
100031425,4
100160105,4
100233281,4
100103520,4
100179255,4
100194234,4
100166664,4
100227012,4
100134663,4
100021609,4
100027661,4
100222398,4
100212669,4
100015733,4
100087217,4
100168942,4
100209755,4
100213999,4
100193386,4
100099084,4
100131494,4
100207436,4
100051802,4
100220823,4
100102511,4
100032161,4
100145514,4
100197163,4
100216324,4
100129295,4
100077567,4
100107540,4
100231984,4
100159839,4
100165643,4
100130132,4
100118789,4
100068351,4
100121189,4
100065958,4
100083664,4
100038653,4
100100578,4
100085812,4
100158335,4
100108577,4
100165919,4
100070529,4
100218661,4
100003468,4
100058483,4
100120146,4
100102366,4
100043173,4
100142897,4
100160060,4
100177336,4
100045699,4
100123909,4
100175365,4
100093867,4
100038543,4
100089295,4
100153083,4
100196037,4
100124313,4
100079420,4
100055597,4
100152422,4
100024844,4
100142775,4
100083681,4
100166834,4
100057324,4
100018491,4
100173767,4
100084214,4
100095863,4
100209981,4
100040394,4
100122751,4
100036007,4
100215889,4
100070484,4
100115187,4
100060241,4
100033064,4
100030383,4
100034538,4
100079099,4
100114340,4
100040504,4
100226253,4
100162953,4
100131570,4
100083258,4
100226182,4
100165211,4
100045490,4
100205222,4
100177386,4
100072312,4
100138263,4
100125859,4
100087204,4
100169996,4
100156126,4
100147086,4
100131470,4
100165174,3
100116520,3
100167046,3
100151662,3
100219488,3
100169441,3
100201977,3
100005668,3
100137726,3
100073346,3
100016071,3
100022117,3
100233158,3
100117858,3
100102807,3
