1,1.0,0.0,0.0
10,0.0,0.3846,0.6154
100,0.0,0.0,1.0
1000,0.6667,0.0,0.3333
10000,0.1111,0.4444,0.4444
10001,0.0,0.0,1.0
10002,1.0,0.0,0.0
10004,0.0,0.0,1.0
10005,0.0,1.0,0.0
10006,1.0,0.0,0.0
10009,1.0,0.0,0.0
10012,1.0,0.0,0.0
10014,0.5,0.0,0.5
10017,0.0,1.0,0.0
1002,1.0,0.0,0.0
10021,0.5,0.5,0.0
10024,0.3333,0.1667,0.5
10027,0.5,0.0,0.5
10028,0.1,0.5,0.4
10029,0.0,0.0,1.0
10030,0.0,1.0,0.0
10031,0.0,1.0,0.0
10037,0.0,0.0,1.0
10038,0.0,1.0,0.0
10040,0.0,1.0,0.0
10042,0.3571,0.2857,0.3571
10043,0.2857,0.5714,0.1429
10046,0.0,0.0,1.0
10047,1.0,0.0,0.0
10048,0.0,0.0,1.0
10050,0.3226,0.2258,0.4516
10055,1.0,0.0,0.0
1006,0.0,0.5,0.5
10061,0.0,0.5,0.5
10062,0.0,0.0,1.0
10065,0.0,0.5,0.5
10067,0.3333,0.4444,0.2222
10069,0.2857,0.0,0.7143
10072,0.0,1.0,0.0
10073,0.0,0.2,0.8
10076,0.0,1.0,0.0
10077,1.0,0.0,0.0
10078,0.0,0.0,1.0
10079,0.0,0.0,1.0
1008,0.0,1.0,0.0
10082,0.0,1.0,0.0
10085,0.0,0.5,0.5
10086,0.0,0.0,1.0
10087,0.3333,0.1667,0.5
10088,0.0,0.0,1.0
10095,0.0,0.0,1.0
10097,0.0,0.0,1.0
10105,0.6,0.0,0.4
10106,1.0,0.0,0.0
10107,0.0714,0.9286,0.0
10111,0.5,0.0,0.5
10113,1.0,0.0,0.0
10114,0.0,0.0,1.0
10116,0.3333,0.0,0.6667
1012,0.0,0.0,1.0
10122,0.0,0.0,1.0
10123,0.0,1.0,0.0
10127,0.0,1.0,0.0
10128,1.0,0.0,0.0
10131,0.0,0.0,1.0
